Experiment,Generated,Valid,Validity,MW RMSE,MW MAE,MW R2,LogP RMSE,LogP MAE,LogP R2,TPSA RMSE,TPSA MAE,TPSA R2,Best valid loss,Best epoch
lat1_dec0,100,91,0.91,38.12551592939931,17.460355623736294,0.9123149585912493,0.36879818488236576,0.27196582417582466,0.9462301352929257,17.036641313731625,7.715384615384615,0.8760946224861565,28.8126961030066,47
